name,bio,sponsers,insta-followers,insta-rank,yt-views,yt-rank,funded,paid,backers
Samir Mejia,USA,None.,,,,,$0,$0,0
Sam Mayo,"Regular,  Age 23,  Boston USA",None.,,,,,$0,$0,0
Sandile Makhaba,Johannesburg ZAF,None.,,,,,$0,$0,0
Sam Miller,"Goofy,  Age 25,  Indianapolis USA",None.,,,,,$0,$0,0
Sean Murphy,"Regular,  Age 19,  Los Angeles USA","Stereo, Brixton, HUF.",,,,,$0,$0,0
Sam Moore,"Regular,  Age 14,  Fuquay Varina USA",None.,,,,,$0,$0,0
Sam Morgan,"Age 9,  Glendale USA",None.,,,,,$0,$0,0
Ryo Motohashi,Tokyo JPN,"DC, Lesque, Bridge, Skate Sauce.",,,,,$0,$0,0
Rylin Mt.Pleasent,"Regular,  Age 9,  Brandon USA",None.,,,,,$0,$0,0
Rylan Mancilla,"Goofy,  Age 12,  Carlsbad USA","Powell Peralta, Bones Wheels, Theeve, S-One, 187 Killer Pads.","1,433","1,920","23,828",872,$0,$0,0
Sean Malto,"Regular,  Age 27,  Kansas City USA","Girl, Nike SB, Spitfire, Escapist, Mountain Dew, Thunder, Diamond, Fourstar, Glassy, Grizzly Grip, Skull Candy, Go Pro.","909,082",12,"4,426,560",36,$0,$0,0
Ryan Maddox,"Goofy,  Age 38,  Las Cruces USA",None.,,,,,$0,$0,0
Sam Medsker,"Regular,  Age 25,  Anchorage USA","Sequence, Forty Nine Supply Co..",,,,,$0,$0,0
Salih Muhammad,"Regular,  Age 19,  Charleston USA","Cyres Skateboards, Quiksilver (flow), Tomahawk Shades, Cosmic Skate Shop.",,,,,$0,$0,0
Sammy Mohamed,"Regular,  Age 24,  Mesa USA",None.,,,,,$0,$0,0
Ryan Mcguinness,"Goofy,  Age 24,  Vancouver USA",Ramshackle.,,,,,$0,$0,0
Ryan Mickelson,"Regular,  Age 22,  Gloucester USA",None.,,,,,$0,$0,0
Taylor McCluskey,"Regular,  Age 26,  Phoenix USA","Conquer project, Fresh clothing.",,,,,$0,$0,0
Ryan McGary,"Age 21,  Bradenton USA",None.,,,,,$0,$0,0
Ryan Mckinney aka Tucker,"Goofy,  Age 11,  Seffner USA",None.,,,,,$0,$0,0
Ryan Martens,"Goofy,  Age 22,  Dallas USA",None.,,,,,$0,$0,0
Ryan Martell,Naples USA,None.,,,,,$0,$0,0
Ryan Maiden,"Regular,  Age 21,  Cinn USA",None.,,,,,$0,$0,0
Ryan McGuire,"Regular,  Age 24,  Phoenix USA",None.,,,,,$0,$0,0
Ryan Mataazyeele,windhoek NAM,None.,,,,,$0,$0,0
Rusty Mortlock,AUS,None.,,,,,$0,$0,0
Ryan Mabray,"Goofy,  Age 22,  Oklahoma City USA","Knowledge Skateboards, Zeus Official Clothing, LighterBro Multi Tool.",560,"2,943",0,0,$0,$0,0
Russell Morrison,"Regular,  Age 53,  Melbourne AUS",None.,,,,,$0,$0,0
Ryan McDermott,"Goofy,  Age 17,  Kansas City USA",None.,,,,,$0,$0,0
Ryan Miranda,"Regular,  Age 22,  Worceste USA","Eastern Boarder,.",,,,,$0,$0,0
Rowan Murray,"Regular,    USA",Steak Skateboards.,,,,,$0,$0,0
Ryan Martin,"Regular,  Age 27,  Sacramento USA","PLA, Lurk Hard.",,,,,$0,$0,0
Rollins Moore,AUS,None.,,,,,$0,$0,0
Ronald Mola,"Goofy,  Age 18,  Tampa USA",None.,,,,,$0,$0,0
Ronald Morre,"Goofy,  Age 24,  Chicago USA",None.,,,,,$0,$0,0
Roger Mancha,BRA,None.,,,,,$0,$0,0
Romain Marit,Paris FRA,None.,,,,,$0,$0,0
Rocco Marsh,"Goofy,  Age 10,   USA",None.,,,,,$0,$0,0
Robert Morales,"Age 45,  Santa Ana USA",None.,,,,,$0,$0,0
Ross McGouran,"Regular,  Age 29,  Harrow GBR","Vans, Element, Perus Wheels, SkatePharmacy.","3,437","1,227",0,0,$0,$0,0
Robert Mason,"Regular,  Age 23,  Sarasota USA","P(a)yne Skatepark, Talentless Skateboards.",,,,,$0,$0,0
Rodney Mullen,"Regular,  Age 50,  Hermosa Beach USA","Math, Brains, etc..","276,330",39,"34,408,722",3,$0,$0,0
Rodney Mead,"Goofy,  Age 49,  Orlando USA","STEDMZ Skateboards, STEDMZ wheels, and STEDMZ Shoes, Tracker Trucks, Randoms Hardware, Kung-Fu Grip, Galatic-G Skate Shop.","1,678","1,758",403,"1,606",$351,$351,8
Robert Morin,"Goofy,  Age 21,  Boston USA",None.,,,,,$0,$0,0
Robert Moisiuc,"Goofy,  Age 16,  Portland USA",None.,,,,,$0,$0,0
Robert Minneker,"Goofy,  Age 20,  Vancouver USA",None.,,,,,$0,$0,0
Robby Martini,"Regular,  Age 17,  Spring Hill USA",None.,,,,,$0,$0,0
Ryan Marley,"Regular,   Menomonee Falls USA",None.,,,,,$0,$0,0
Robby Mason,"Regular,  Age 23,  Sarasota USA",Talentless Skateboards.,"
                ",,,,$0,$0,0
Robert Meadows,"Regular,  Age 20,  Kansas City USA",None.,,,,,$0,$0,0
Rob Maatman,"Goofy,  Age 26,  Deventer NLD","Emerica, Frank Skateboards, Independent, Burnside, Houtmood, Shakejunt, Altamont.",,,,,$0,$0,0
Ron Modig,"Regular,  Age 23,  Helsinki FIN","Lamina, Ita, adidas, Aste Skateboards.",,,,,$0,$0,0
Rob Mariner,Fairfax USA,None.,,,,,$0,$0,0
Rio Batan Matienzo,"Regular,  Age 16,  Luquillo USA","Tres Palmas Surf and Skate shop, Element Skateboards (flow), Grizzly (flow).",,,,,$0,$0,0
Rodrigo Mencía,"Age 26,  Morelos MEX","Skull Beat, Totem.",,,,,$0,$0,0
Riley Madill,"Goofy,  Age 21,  Whitby CAN",None.,,,,,$0,$0,0
Riley McComb,AUS,None.,,,,,$0,$0,0
Rob Mason,"Goofy,  Age 35,  Sacramento USA","Blood Wizard, Lurk Hard, Spitfire, Thunder, Converse, PLA Skateshop, Doom Sayer.",,,,,$0,$0,0
Rob Miceli,"Goofy,  Age 22,  Norwood USA","Underground Skate Shop, Cliche.",,,,,$0,$0,0
Rick Morgan,USA,None.,,,,,$0,$0,0
Ridge Mirabal,"Age 22,  Sarasota USA",None.,,,,,$0,$0,0
Richard Morales,"Goofy,  Age 27,  Carlsbad USA",None.,,,,,$0,$0,0
Rob Morris,"Regular,  Age 23,  Tampa USA",None.,,,,,$0,$0,0
Rob Mertz,"Regular,  Age 51,  Nazareth USA","Zorlac, FKD Bearings, Silver Trucks, Bones Wheels ,187 Pads, Vans.",,,,,$0,$0,0
Riccardi Morelli,Legnano ITA,None.,222,"3,441",0,0,$0,$0,0
Ricardo Mikuin,BRA,None.,,,,,$0,$0,0
Ricky Moore,USA,None.,,,,,$0,$0,0
Renton Millar,"Regular,  Age 42,  Melbourne AUS",None.,"9,004",799,"9,901","1,084",$0,$0,0
Rick McCrank,"Regular,   Vancouver   CAN","Girl, Thunder, Anit-Social, Swiss, Momentum, Nixon, Raen Sunglasses.","58,430",225,"1,472,798",158,$0,$0,0
Rick Molina,"Goofy,  Age 24,  McCallan USA","Majer Skateboards, JuJu Bearings.","27,913",394,0,0,$0,$0,0
Rib Mariner,Fairfax USA,None.,,,,,$0,$0,0
Ricardo Maldonado  ,"Goofy,  Age 22,  Bradenton USA",None.,,,,,$0,$0,0
Raymond Molinar,"Regular,   Riverside USA","Stereo, Royal, Furnace, RVCA, Swiss, Converse, Liberty Skate Shop, Imperial Motion.","15,176",584,0,0,$0,$0,0
Rella Murphy,"Goofy,  Age 10,  Oceanside USA","Pink Helmet Posse, S1 Helmets, 187 Pads.",,,,,$0,$0,0
Ray Murphy,"Age 34,  West Palm USA",None.,,,,,$0,$0,0
Ray Macken,"Regular,  Age 23,  Gerroa AUS","Ramshackle, Adidas, Theeve Trucks.",,,,,$0,$0,0
Relz Murphy,"Goofy,   Oceanside USA","Pink Helmet Posse, S1 Helmets, 187 pads.","1,581","1,825",0,0,$0,$0,0
Sammy Mould,"Regular,  Age 29,  Saint Etienne FRA",L'appart Skateshop.,,,,,$0,$0,0
Raul Mateus,"Goofy,   Sevilla ESP","Truhan, Blow Shop, ACHA Footwear.",,,,,$0,$0,0
Rashaad Meighan,"Goofy,  Age 22,  Los Angeles USA",None.,,,,,$0,$0,0
Raphael Mareno,"Goofy,  Age 30,  Dallas USA",None.,,,,,$0,$0,0
Rezie Mirzo,"Goofy,  Age 25,  Surprise USA",None.,,,,,$0,$0,0
Raphael Moreno,"Goofy,  Age 30,  Dallas USA",None.,,,,,$0,$0,0
Randy Maples,"Goofy,  Age 21,  Durham USA","Board Paradise, Coolboy 36, Geezer War, Ujanaa.",,,,,$0,$0,0
Ramon Muniz,"Regular,  Age 27,  Petotas BRA","Cortex, All City, Fourroses Tattoos, Medlymgrip.",,,,,$0,$0,0
Raj Mehra,"Regular,  Age 41,  Montreal CAN",None.,,,,,$0,$0,0
Rafael Martinez,"Regular,  Age 19,  Knoxvile USA",None.,,,,,$0,$0,0
Reef McManhon,"Age 6,  Boca Raton USA",None.,,,,,$0,$0,0
Ratty Matty,"Age 30,  San Diego USA","Bold Brew Coffee, Hinterland Empire.",,,,,$0,$0,0
Preston Marcy,"Regular,  Age 22,  Colorado Springs USA",None.,,,,,$0,$0,0
Ramzi Mantoura,"Regular,  Age 34,  Houston USA",Select Skate Shop.,,,,,$0,$0,0
Quentin Mooiman,"Regular,  Age 19,  George ZAF","Epitome, Joya.",,,,,$0,$0,0
Quaid Munson,AUS,None.,,,,,$0,$0,0
Randy Martinez,"Age 12,  San Diego USA",None.,,,,,$0,$0,0
PJ Moyer,"Goofy,  Age 12,  Fairfax USA",None.,,,,,$0,$0,0
Pierre Martinelle,"Goofy,  Age 32,  Malmo SWE",Malmo Skateboards Underground.,432,"3,125",0,0,$0,$0,0
Ramon Montejo,"Regular,  Age 20,  Butler USA",None.,,,,,$0,$0,0
qaabil miller,"Regular,  Age 17,  durban ZAF",Mom.,,,,,$0,$0,0
Phoenix Mateja,"Regular,  Age 12,  Venice USA",Shout out to my bros back in Wisconsin.,,,,,$0,$0,0
Polo May,"Regular,  Age 30,  DF MEX","MAYAS, ONE Footware, Hysteria,CARACOL,COPAL,NIXON,ARRE.",,,,,$0,$0,0
Pjotr Meerding,"Goofy,  Age 18,  Utrecht NLD","Creature, OJ's, C1RCA, MOB, Bronson.",,,,,$0,$0,0
Philip Meranto aka PIP,"Regular,  Age 28,  Las Vegas USA","Pharmacy, NB#.","1,604","1,808",0,0,$0,$0,0
Peter Molec,"Goofy,  Age 32,  Zvolen SVK","Antiz skateboards, DC, Independent Trucks, Picnic Skate Shop, Skullcandy.",828,"2,563",0,0,$0,$0,0
Preston Maigetter aka P-Stone,"Goofy,  Age 45,  San Francisco USA","Bru Ray, Thrasher, paper maps while lost in Europe, dropping schlow, the sock trick.","22,079",461,0,0,$0,$0,0
Pete Mackay,"Goofy,  Age 32,  Philly USA",None.,,,,,$0,$0,0
Pedro Munoz,"Goofy,  Age 25,  Bronx USA",None.,,,,,$0,$0,0
Phillip McCarty,"Goofy,  Age 18,  Glendale USA",None.,,,,,$0,$0,0
Phil Marshall,"Goofy,  Age 25,  Perth AUS","adidas, Butter Goods, Beyond Skate Shop, Modus.",,,,,$0,$0,0
Pavel Mushkin,"Regular,  Age 27,  Moscow RUS",DC Shoes.,"11,117",697,0,0,$0,$0,0
Patrick Michael,"Goofy,  Age 21,  Dar es salaam TZA",None.,350,"3,257",0,0,$0,$0,0
Paul McDowell,"Age 34,  Miami USA",None.,,,,,$0,$0,0
Paul Mcmacken,"Goofy,  Age 39,  Hobart AUS",Jimmy's skate and street.,,,,,$0,$0,0
Paul Masur,"Goofy,  Age 15,  Charleston USA",Redbeard Skateshop.,"2,011","1,615",0,0,$0,$0,0
Patric Mobo,"Regular,  Age 19,  Bridgewater USA",Raise Two.,862,"2,521",0,0,$0,$0,0
Pat Moran,"Regular,  Age 27,  Eugene USA","Organika, HUF, Sml Wheels.",,,,,$0,$0,0
Paul Milne,"Regular,  Age 13,  Windsor USA",None.,,,,,$0,$0,0
Pascal Moelaert,"Regular,  Age 15,  Krimpen ad Ijsel NLD","Nike SB, Thunder Trucks, Spitfire Wheels, Skatestore.",,,,,$0,$0,0
Paul Machnau,"Goofy,   Vancouver, Canada CAN","Red Star Skateboards and Clothing, Indy, Dakine, Vivo, Nixon, IS Eyewear, Coastal Riders Shop.","3,126","1,293",0,0,$0,$0,0
Paddy McEvoy,Geelong AUS,"Geelong Skate Shop, DC (flow).",,,,,$0,$0,0
Paco Manzanares,"Goofy,  Age 46,  DF MEX",None.,,,,,$0,$0,0
Owen Martin,"Goofy,  Age 16,  Detroit USA",None.,,,,,$0,$0,0
Patrick Mccorkle,"Regular,  Age 16,  San Diego USA",None.,,,,,$0,$0,0
Patrik Mazzuchini,"Regular,  Age 28,  Caxias do Sul BRA","Hip, Freeday, Liga Trucks.","7,114",887,0,0,$0,$0,0
Panos Manaras,GRC,None.,,,,,$0,$0,0
Patrick Melcher,"Regular,   Chicago USA",None.,"8,371",820,"15,100",983,$0,$0,0
Orlando Miller,"Goofy,  Age 13,  Charlette USA",None.,678,"2,764",0,0,$0,$0,0
Pablo Mandujano,"Regular,  Age 16,  Chicago USA",None.,,,,,$0,$0,0
Oscar Mad,BRA,None.,,,,,$0,$0,0
Oscar Martinez,"Goofy,  Age 22,  Chicago USA","Uprise, Supra.",,,,,$0,$0,0
Obakeng Mabutlwane,"Regular,    ZAF",None.,,,,,$0,$0,0
Odin Moore,Bend USA,None.,,,,,$0,$0,0
Oscar Meza,"Goofy,  Age 25,  Los Angeles USA","Flip, Nike SB, Destructo, Mainline Skateshop, Autobahn, Monster, WESC, Vestal, Mob, FKD.","18,534",521,"31,097",799,$0,$0,0
Omar Moore,"Goofy,  Age 20,  Lake Fairfax USA",None.,,,,,$0,$0,0
Oli Merkelbach,"Regular,  Age 35,  Fellbach DEU","Arrow & Beast,.",,,,,$0,$0,0
Nur Iqbal Faris Musa,"Regular,  Age 18,  Shah Alam MYS",None.,,,,,$0,$0,0
Oscar Martin,"Age 15,  Barceloneta PUR",None.,,,,,$0,$0,0
Oliver Montenegro,"Goofy,  Age 26,  Lincoln USA",None.,,,,,$0,$0,0
Noah Merriman Price,AUS,None.,,,,,$0,$0,0
Noah Moon,AUS,None.,,,,,$0,$0,0
Nyree Morrison,"Goofy,  Age 25,  Atlanta USA",None.,,,,,$0,$0,0
Nolan McCaffrey,USA,Civil.,,,,,$0,$0,0
Noah McBride,AUS,None.,,,,,$0,$0,0
Noah McKizzie,"Goofy,  Age 21,  Salt Lake City USA",None.,,,,,$0,$0,0
Noah Murph,"Regular,  Age 15,  St. Paul USA",None.,,,,,$0,$0,0
Niklas Marx,"Age 22,  Solingen DEU","URGH!, Titus Düsseldorf.",,,,,$0,$0,0
Ntoko Maphumulo,"Age 13,  Durban ZAF",None.,,,,,$0,$0,0
Nolan Munroe,"Regular,  Age 24,  Rindge USA","Rockstar, Pioneer Skate Shop, Powell, Bones, Ace Trucks, 187 Pads.","5,054","1,029","39,743",741,$0,$0,0
Ntokozo Maseko,"Age 15,  Soweto ZAF",None.,,,,,$0,$0,0
Nicolas Michel,"Regular,  Age 19,  Las Vegas USA","Let It Roll, Heroin Skateboards.",,,,,$0,$0,0
Noah Mahieu,Le Havre FRA,"DC Shoes, Jart skateboard, Sportmax, Consortium skateclub, Tunning Squad.",,,,,$0,$0,0
Niel Morales,"Regular,  Age 21,  Dallas USA",None.,,,,,$0,$0,0
Nico Mitsakos,"Regular,  Age 28,  Safety Harbor USA",Westside Skateshop.,"5,255","1,019","1,068","1,480",$0,$0,0
Noah Myers,Douglasville USA,None.,,,,,$0,$0,0
Nicolai Minde,"Goofy,  Age 25,  Aalborg DNK","Element, DC, Royal, The Boss Shop.","1,286","2,053",0,0,$0,$0,0
Nico Magalhaes,"Goofy,  Age 27,  Newark USA","Shred NJ Skateshop, Real, Spitfire, Converse, Thunder.",,,,,$0,$0,0
Nik Mendoza,Ourimbah AUS,None.,,,,,$0,$0,0
Nicola Morigi,"Age 8,  Ravenna ITA",None.,,,,,$0,$0,0
Nik Miska,"Regular,  Age 20,  Buffalo USA",None.,,,,,$0,$0,0
Nickolos Mandoeng,"Regular,  Age 15,  Fort Lauderdale USA",None.,466,"3,074",0,0,$0,$0,0
Nick Mantz,"Age 17,  Cooper City USA",None.,,,,,$0,$0,0
Nick Merlino,"Regular,  Age 29,  Atlantic City USA","Foundation, Dekline Footwear, Pig Wheels, Krux, Neff, RPM, Bro Style, Eswic (flow).","14,426",602,"1,215,269",179,$0,$0,0
Noah Monroe,"Age 20,  indian Harbour Beach USA",villon clothing.,,,,,$0,$0,0
Nick Murphy 2,"Regular,  Age 21,  loxahatchee USA",None.,,,,,$0,$0,0
Nick Makuch,"Age 25,  Coeur D'alene USA",None.,,,,,$0,$0,0
Nick Murphy,"Regular,  Age 5,  Orlando USA","Gullwing, Catalyst, Vendetta Grip.",,,,,$0,$0,0
Nicky Matveev,"Regular,  Age 18,  Chicago USA",None.,,,,,$0,$0,0
Nick Matthews,"Regular,  Age 22,  Naperville USA","Lakai (flow), Chocolate (flow).",,,,,$0,$0,0
Nick Mccullough,"Age 14,  Minneapolis USA",None.,,,,,$0,$0,0
Nick Michel,"Regular,  Age 19,  Las Vegas USA","Heroin Skateboards, HUF Footwear, Dickies (flow).","5,298","1,013","14,649",994,$0,$0,0
Nick Maurais,"Goofy,  Age 20,  Naples USA",None.,,,,,$0,$0,0
Nick Macneil,"Regular,  Age 17,  Whitby CAN",None.,,,,,$0,$0,0
Nick Mulcahy,"Regular,  Age 20,  Ann Arbor USA",None.,,,,,$0,$0,0
Nicholas McGovern,Darwin AUS,None.,,,,,$0,$0,0
Niall McCullough,"Regular,  Age 17,  Boston USA",None.,,,,,$0,$0,0
Neal Mims,"Regular,  Age 41,  Jacksonville USA","Finesse, Independent, Pacific Drive, Bones, Brixton, Paradox.",,,,,$0,$0,0
Nathan Mason,"Regular,  Age 27,  Sandy Bay AUS","Kickemart, Independent, Huf, WeTheLoons.",386,"3,191",0,0,$0,$0,0
Nick Matlin,"Goofy,  Age 38,  San Francisco USA","Indy, Westside SkateShop & Santa Cruz T.M..","2,874","1,345",0,0,$0,$0,0
Nathan Midgette,"Goofy,  Age 16,  Virginia Beach USA","Embassy Skateboards, ACE Trucks, Type-S Wheels, Coastal Edge, 187 Killer Pads, CLITZ Hardware, Fork Crew.","1,644","1,778",0,0,$0,$0,0
Nevin Mizrachi,"Regular,  Age 16,  Naples USA",None.,137,"3,537",0,0,$0,$0,0
Nelson Mosikili,"Goofy,  Age 27,  Amsterdam NLD","Ben G, Adio, Modus, The Hundreds.",,,,,$0,$0,0
Nathan Morley,"Age 24,  Chippewa Falls USA",None.,,,,,$0,$0,0
Nicholas Miedaner,"Goofy,  Age 21,  Hingham USA",Technical Skateshop and BC Surf and Sport.,,,,,$0,$0,0
Nathan Martin,"Goofy,  Age 29,  Portland USA",None.,,,,,$0,$0,0
Nash Martin,"Regular,  Age 11,  Denver USA",None.,,,,,$0,$0,0
Naomie Marine,USA,None.,,,,,$0,$0,0
Nick Minutelli,"Regular,  Age 22,  Nashville USA","Franklin Skate Shop, Lurkville, Vans, Olympia supply.",,,,,$0,$0,0
Nacho Osuna Menendez,"Regular,  Age 25,  Aviles ESP",None.,,,,,$0,$0,0
Mustaqim Madzuki,"Goofy,  Age 25,  Puchong MYS",Hellbent Skateboard.,,,,,$0,$0,0
Nathan Meister,"Regular,  Age 31,  Naples USA",None.,,,,,$0,$0,0
Msa Mzolo,"Age 14,  Durban ZAF",None.,,,,,$0,$0,0
Nick Manning,USA,None.,,,,,$0,$0,0
Montie Marr,"Regular,  Age 20,  Houston USA",None.,,,,,$0,$0,0
Nate Madrid,"Goofy,  Age 16,  Los Angeles USA",None.,,,,,$0,$0,0
Monde Mqumbisa,Welkom ZAF,None.,,,,,$0,$0,0
Natan Mejia,"Goofy,  Age 19,  Carlsbad USA",None.,,,,,$0,$0,0
Muhammad Haziq Mohd Ilham,"Goofy,   Sepang MYS","Showroom Skateshop, Huf.",,,,,$0,$0,0
Muhammad Aidil Moehsen,"Regular,   Puchong MYS",None.,,,,,$0,$0,0
Monde Monde,"Goofy,  Age 18,  Kimberley ZAF",None.,,,,,$0,$0,0
Moises Martinez,"Regular,  Age 31,  Maygues PUR",Pimp Flavor Brand.,424,"3,139",0,0,$0,$0,0
Mohamad Zaim Mohamad Anuar,"Regular,  Age 17,  Temerloh MYS",Quit.KL.,,,,,$0,$0,0
Monny Morgan,"Regular,  Age 17,  San Diego USA","RipNDip, Bay Bay.",,,,,$0,$0,0
Mohamad Khairi Moen,"Goofy,   Batu Pahat MYS",None.,,,,,$0,$0,0
Nathan Morris,"Regular,  Age 33,  Palm Dale USA",Pharmacy.,,,,,$0,$0,0
Mogley Martinez,"Regular,  Age 27,  Tempe USA",None.,,,,,$0,$0,0
Mizo Michel,"Regular,  Age 8,  Gibsonton USA",None.,,,,,$0,$0,0
Modo Matinda,"Goofy,  Age 21,  st. vendal DEU","Wind-Sport, Telephone Skateboards, Dickies.",,,,,$0,$0,0
Mohawk Mohawk,"Goofy,  Age 30,  Quebec City CAN","ULC Skateboards, EXO Skate Shop, Converse.",,,,,$0,$0,0
Mohamed Azrin Mohamed Fadzil,"Regular,   Kluang MYS",None.,,,,,$0,$0,0
Mohamad Nasrul Hariz Mansor,"Goofy,  Age 32,  Shah Alam MYS","Push Atau Mati, Raskals MC.",,,,,$0,$0,0
Milton Martinez,"Goofy,  Age 26,  Mar del Plata ARG","Red Bull, Converse, Indy, Creature, OJ Wheels, Bronson, Shifty Skate Shop, Volcom.","46,912",262,"1,631,683",142,$0,$0,0
Moe Mack,"Goofy,  Age 28,  San Francisco USA",None.,,,,,$0,$0,0
Miles MacDicken,"Goofy,  Age 27,   USA",None.,,,,,$0,$0,0
Miles McKinney,"Goofy,  Age 19,  Palm Harbor USA","Silver, FKD, Triple 8, 187, Khiro Bushings, DC, Autobahn, Ollo Clip, Glassy, Westside Skate Shop.","2,695","1,379",0,0,$0,$0,0
Mikul Miyagi,"Regular,  Age 31,  St Philip BRB","True Love Skateboarding, Jungle Grip, Mondo Skate Shop.",284,"3,343",670,"1,538",$0,$0,0
Mitch Morrison,"Regular,  Age 22,  Redland Bay AUS","Element Skateboards, Pictures Wheels, The Bay Skate, Chatsworth Grip, Skatebiz Skate Shop.",,,,,$0,$0,0
Mitchell Meuser,"Goofy,  Age 19,  Spokane USA","Paradigm, Mom & Dad, and All of the Homies.",845,"2,542",0,0,$0,$0,0
Mini Mac,"Goofy,  Age 21,  Scottsdale USA",None.,,,,,$0,$0,0
Mikko Malmivaara,FIN,None.,,,,,$0,$0,0
Mitchell Mendez,"Age 46,  San Jose USA",Circle A.,,,,,$0,$0,0
Mikel Muguerza,ESP,None.,,,,,$0,$0,0
Mila Milouch,CZE,None.,,,,,$0,$0,0
Mikey Marchetti,"Age 20,  FORT MYERS USA",None.,,,,,$0,$0,0
Mikey Magnetti,"Age 10,  Palm Springs USA",None.,,,,,$0,$0,0
Mike Meekel,Drachten NLD,"Penta Skateboards, Errol Skateshop.",,,,,$0,$0,0
Mike Maccio,"Regular,  Age 23,  Buffalo USA",None.,,,,,$0,$0,0
Mohd Nur Firdaus Marzuki,"Goofy,   Bintulu MYS","Santai Skateboards, Lakai Footwear, Ory Brand, Goofy.",,,,,$0,$0,0
Mikel M,ESP,None.,,,,,$0,$0,0
Mike Manidis,"Regular,  Age 38,  San Francisco USA",Atlas.,,,,,$0,$0,0
Mikey Morris,"Regular,   Epratah USA","The LARB!, S.H.E.D Skates, Vox (flow), Holistic Skate Shop, Hodads OB, Culture Brewing.",,,,,$0,$0,0
Mikey Mendoza,"Goofy,  Age 20,  Sydney AUS","Red Bull, Modus Bearings, Precinct, Oakley, éS Footwear, the Sunday Co.","6,278",938,"90,769",593,$0,$0,0
Mike Mavo,"Goofy,   Boynton Beach USA",None.,,,,,$0,$0,0
Mike MacDonald,"Regular,  Age 24,  Tampa USA",None.,,,,,$0,$0,0
Mike Miller,"Goofy,  Age 17,  Weymouth USA",Technical Skateshop.,837,"2,551",0,0,$0,$0,0
Mike McGill,"Goofy,   Florida USA",McGills Skate Shop.,"56,111",234,"553,281",298,$0,$0,0
Miguel Michel,"Regular,  Age 23,  Phoenix USA",None.,,,,,$0,$0,0
Mike Marks,"Goofy,  Age 27,  Moravia USA","New Balance, Politic, Volcom, Great Divide Brewing, Knox Hardware.",,,,,$0,$0,0
Mika Moller,DEU,None.,,,,,$0,$0,0
Mike Martin,"Regular,  Age 33,  Melbourne AUS","Street Machine, Nike SB, The 4 Skate Co, Modus.",,,,,$0,$0,0
Micheal Martin,"Regular,  Age 22,  Cape Coral USA",None.,368,"3,220",0,0,$0,$0,0
Michael Mota Da Silva,"Regular,  Age 22,  Tampa USA",None.,,,,,$0,$0,0
micheal martinez,"Age 16,  loxahatchee USA",None.,,,,,$0,$0,0
Mike Marsh,"Regular,  Age 23,  Baltimore USA",Charm City Skatepark.,,,,,$0,$0,0
Michael Myers,"Regular,  Age 28,  Denver USA",None.,,,,,$0,$0,0
Michael Morris,"Regular,  Age 25,  Lancaster USA","Creature, Hodad's.",,,,,$0,$0,0
Michael McCain,"Goofy,  Age 21,  Milwuakee USA",None.,,,,,$0,$0,0
Michael Montes,"Regular,  Age 21,  Chicago USA",None.,,,,,$0,$0,0
Michael Marcel,"Goofy,  Age 7,  Sarasota USA",None.,,,,,$0,$0,0
Michael McCoy,"Regular,  Age 25,  Cottonwood USA",Phoenix Skateboards.,,,,,$0,$0,0
Michael Matos,"Goofy,  Age 18,   USA",None.,,,,,$0,$0,0
Michael Mavo,"Goofy,  Age 20,  West Palm Beach USA",None.,,,,,$0,$0,0
Mick Mulhall,Sydney AUS,None.,,,,,$0,$0,0
Michael Mogollon,"Regular,  Age 24,  Bogotá COL",My mom and my wife.,"5,058","1,028",0,0,$0,$0,0
Michael Matlock,"Regular,  Age 17,  Denver USA",None.,,,,,$0,$0,0
Michael MacDonald,"Regular,  Age 24,  St. Augustine USA",New Blood Skate Shop.,,,,,$0,$0,0
Michael Miranda,"Regular,  Age 17,  Phoenix USA",None.,,,,,$0,$0,0
Michael Mitchell,"Goofy,  Age 20,  Phoenix USA",None.,,,,,$0,$0,0
Michael Martinez,"Age 23,  Bakersfield USA",None.,,,,,$0,$0,0
Melanie Mercier,"Goofy,  Age 31,  Gatineau CAN","Silly Girl Skateboards, XS Helmets.",,,,,$0,$0,0
Michael Marsh,"Regular,  Age 23,  Baltimore USA",None.,"1,352","1,999",0,0,$0,$0,0
Michael Murphy,"Goofy,  Age 18,  Cork IRL",None.,,,,,$0,$0,0
Mehdi Mercier,USA,None.,,,,,$0,$0,0
melusi mashawana,"Age 18,  durban ZAF",None.,,,,,$0,$0,0
Michael Mitchell AU,AUS,None.,,,,,$0,$0,0
Maycon Mota,"Regular,  Age 22,  Sao Paulo BRA",Travel Skate Shop.,"2,146","1,564",0,0,$0,$0,0
Max Myslewski,"Age 18,  Greensburg USA",None.,,,,,$0,$0,0
Maxi Masotti,"Age 15,  Bolzano ITA",None.,90,"3,586",0,0,$0,$0,0
Max Maduro,"Regular,  Age 15,  Pinecrest USA",None.,"1,017","2,331",0,0,$0,$0,0
Max Mayes,"Regular,  Age 21,  Detroit USA",PLUSkateboarding.,,,,,$0,$0,0
Max Mantius,"Goofy,  Age 25,  Tampa USA",None.,,,,,$0,$0,0
Max Martinez,"Goofy,  Age 35,  Valrico USA","Animal Bikes (flow), Base Brooklyn Clothing, Grove Street Bicycles.",,,,,$0,$0,0
Maurice Mendenhall,"Goofy,  Age 26,  Philadelphia USA",None.,,,,,$0,$0,0
